logg_cms2 Teff Z_sun xi aLSM bLSM aPCM bPCM chi2 Mod 
3.5 6500 -1.5 2 0.2161 0.2913 0.2446 0.2542 0.0884 A 
4 6500 -1.5 2 0.2163 0.2899 0.2437 0.2542 0.0842 A 
4.5 6500 -1.5 2 0.2164 0.2887 0.243 0.254 0.0816 A 
5 6500 -1.5 2 0.2089 0.2931 0.2362 0.2576 0.0845 A 
0.5 6750 -1.5 2 0.3277 0.2242 0.3469 0.1997 0.0775 A 
1 6750 -1.5 2 0.3251 0.2149 0.3427 0.1926 0.0721 A 
1.5 6750 -1.5 2 0.3093 0.2175 0.329 0.1923 0.077 A 
2 6750 -1.5 2 0.2724 0.2359 0.2984 0.2023 0.0975 A 
2.5 6750 -1.5 2 0.2022 0.2901 0.2373 0.2444 0.121 A 
3 6750 -1.5 2 0.1976 0.3019 0.2282 0.262 0.0977 A 
3.5 6750 -1.5 2 0.2034 0.296 0.2324 0.2582 0.0907 A 
4 6750 -1.5 2 0.2065 0.2924 0.2341 0.2564 0.0856 A 
4.5 6750 -1.5 2 0.2095 0.289 0.2359 0.2545 0.0812 A 
5 6750 -1.5 2 0.2084 0.2871 0.2346 0.2529 0.0822 A 
0.5 7000 -1.5 2 0.3044 0.2486 0.3264 0.2204 0.0844 A 
1 7000 -1.5 2 0.305 0.2331 0.3249 0.2076 0.0796 A 
1.5 7000 -1.5 2 0.3043 0.2231 0.3223 0.2001 0.0722 A 
2 7000 -1.5 2 0.2868 0.2265 0.3074 0.2 0.0795 A 
2.5 7000 -1.5 2 0.244 0.2497 0.2721 0.2134 0.1038 A 
3 7000 -1.5 2 0.1803 0.3032 0.2148 0.2584 0.1171 A 
3.5 7000 -1.5 2 0.191 0.2997 0.2205 0.2614 0.0941 A 
4 7000 -1.5 2 0.1968 0.2941 0.2248 0.2577 0.088 A 
4.5 7000 -1.5 2 0.2015 0.2893 0.2281 0.2545 0.0831 A 
5 7000 -1.5 2 0.2021 0.2872 0.2282 0.2533 0.081 A 
0.5 7250 -1.5 2 0.28 0.2729 0.304 0.2419 0.0921 A 
1 7250 -1.5 2 0.276 0.2595 0.2983 0.231 0.0889 A 
1.5 7250 -1.5 2 0.2805 0.2421 0.3004 0.2167 0.081 A 
2 7250 -1.5 2 0.2816 0.2321 0.2994 0.2094 0.0718 A 
2.5 7250 -1.5 2 0.2617 0.2389 0.2826 0.212 0.0802 A 
3 7250 -1.5 2 0.2093 0.2733 0.2387 0.2352 0.1058 A 
3.5 7250 -1.5 2 0.1663 0.3105 0.199 0.2679 0.1111 A 
4 7250 -1.5 2 0.1802 0.3025 0.2085 0.2656 0.0919 A 
4.5 7250 -1.5 2 0.187 0.2963 0.2136 0.2615 0.0855 A 
5 7250 -1.5 2 0.1908 0.292 0.2164 0.2588 0.0813 A 
0.5 7500 -1.5 2 0.2678 0.2849 0.2942 0.2507 0.0993 A 
1 7500 -1.5 2 0.2532 0.2785 0.2787 0.2457 0.0999 A 
1.5 7500 -1.5 2 0.2549 0.262 0.278 0.2324 0.0923 A 
2 7500 -1.5 2 0.2617 0.2445 0.2823 0.2183 0.0822 A 
2.5 7500 -1.5 2 0.2628 0.2365 0.2812 0.2129 0.0728 A 
3 7500 -1.5 2 0.2372 0.2504 0.2597 0.2214 0.0835 A 
3.5 7500 -1.5 2 0.1842 0.2896 0.2143 0.2505 0.1038 A 
4 7500 -1.5 2 0.164 0.3066 0.1951 0.2662 0.1041 A 
4.5 7500 -1.5 2 0.1738 0.3014 0.2015 0.2653 0.0898 A 
5 7500 -1.5 2 0.1796 0.2961 0.2059 0.2618 0.0842 A 
1 7750 -1.5 2 0.2365 0.2912 0.2645 0.2552 0.1093 A 
1.5 7750 -1.5 2 0.2327 0.2774 0.2589 0.2438 0.1036 A 
2 7750 -1.5 2 0.2375 0.2604 0.2609 0.2304 0.0934 A 
2.5 7750 -1.5 2 0.2455 0.2443 0.2663 0.2176 0.0828 A 
3 7750 -1.5 2 0.2455 0.2403 0.2645 0.216 0.0733 A 
3.5 7750 -1.5 2 0.2118 0.2643 0.236 0.233 0.0861 A 
4 7750 -1.5 2 0.1574 0.3052 0.1893 0.2637 0.1095 A 
4.5 7750 -1.5 2 0.1625 0.3049 0.1909 0.2679 0.0932 A 
5 7750 -1.5 2 0.167 0.3008 0.1943 0.2653 0.0883 A 
1 8000 -1.5 2 0.2275 0.2977 0.2572 0.2595 0.1157 A 
1.5 8000 -1.5 2 0.2149 0.2886 0.2434 0.2522 0.1132 A 
2 8000 -1.5 2 0.2162 0.2731 0.242 0.2401 0.1036 A 
2.5 8000 -1.5 2 0.2229 0.2573 0.2463 0.2275 0.0926 A 
3 8000 -1.5 2 0.2317 0.2431 0.2526 0.2163 0.0823 A 
3.5 8000 -1.5 2 0.2273 0.2459 0.247 0.2206 0.0745 A 
4 8000 -1.5 2 0.1843 0.2795 0.2108 0.2451 0.0923 A 
4.5 8000 -1.5 2 0.1494 0.3091 0.1794 0.2702 0.1012 A 
5 8000 -1.5 2 0.1541 0.3055 0.1824 0.2687 0.093 A 
1.5 8250 -1.5 2 0.2022 0.2962 0.2322 0.2577 0.1207 A 
2 8250 -1.5 2 0.2005 0.2811 0.2282 0.2456 0.1123 A 
2.5 8250 -1.5 2 0.2047 0.2661 0.2301 0.2336 0.1015 A 
3 8250 -1.5 2 0.2121 0.2523 0.2351 0.2228 0.0911 A 
3.5 8250 -1.5 2 0.22 0.2412 0.2409 0.2144 0.0819 A 
4 8250 -1.5 2 0.2084 0.2537 0.2292 0.227 0.0765 A 
4.5 8250 -1.5 2 0.1609 0.2931 0.1886 0.2572 0.0945 A 
5 8250 -1.5 2 0.1407 0.309 0.1706 0.27 0.1004 A 
1.5 8500 -1.5 2 0.1946 0.2997 0.2256 0.2599 0.1257 A 
2 8500 -1.5 2 0.1869 0.2873 0.2164 0.2495 0.1197 A 
2.5 8500 -1.5 2 0.1885 0.2732 0.2156 0.2385 0.1094 A 
3 8500 -1.5 2 0.1948 0.2598 0.2196 0.228 0.0989 A 
3.5 8500 -1.5 2 0.2025 0.2484 0.2252 0.2192 0.0896 A 
4 8500 -1.5 2 0.2093 0.2407 0.2301 0.2141 0.0813 A 
4.5 8500 -1.5 2 0.1848 0.266 0.2075 0.2369 0.0814 A 
5 8500 -1.5 2 0.1408 0.3033 0.1698 0.2657 0.099 A 
2 8750 -1.5 2 0.1785 0.2895 0.2088 0.2507 0.1246 A 
2.5 8750 -1.5 2 0.1776 0.2759 0.2058 0.2398 0.1153 A 
3 8750 -1.5 2 0.1811 0.2644 0.2072 0.2309 0.1053 A 
3.5 8750 -1.5 2 0.1868 0.2545 0.211 0.2235 0.0962 A 
4 8750 -1.5 2 0.1936 0.2456 0.216 0.2168 0.0886 A 
4.5 8750 -1.5 2 0.1967 0.244 0.2174 0.2174 0.0809 A 
5 8750 -1.5 2 0.1615 0.2796 0.1863 0.2476 0.0867 A 
2 9000 -1.5 2 0.175 0.2878 0.2064 0.2476 0.1279 A 
2.5 9000 -1.5 2 0.1717 0.2742 0.2011 0.2366 0.1194 A 
3 9000 -1.5 2 0.1736 0.2629 0.2013 0.2273 0.1102 A 
3.5 9000 -1.5 2 0.1775 0.2544 0.2034 0.2211 0.102 A 
4 9000 -1.5 2 0.1832 0.2464 0.2079 0.2147 0.0952 A 
4.5 9000 -1.5 2 0.189 0.2394 0.2121 0.2096 0.0891 A 
5 9000 -1.5 2 0.1953 0.2322 0.2172 0.2041 0.0841 A 
2 9250 -1.5 2 0.1704 0.2884 0.2022 0.2478 0.1299 A 
2.5 9250 -1.5 2 0.1658 0.2732 0.1956 0.2351 0.1214 A 
3 9250 -1.5 2 0.1658 0.262 0.1937 0.2264 0.1124 A 
3.5 9250 -1.5 2 0.1684 0.2542 0.195 0.2202 0.1053 A 
4 9250 -1.5 2 0.172 0.2486 0.1974 0.2161 0.0993 A 
4.5 9250 -1.5 2 0.1765 0.2431 0.2007 0.212 0.0939 A 
5 9250 -1.5 2 0.1814 0.237 0.2044 0.2075 0.0891 A 
2 9500 -1.5 2 0.1658 0.2901 0.1977 0.2493 0.1312 A 
2.5 9500 -1.5 2 0.1607 0.2729 0.1905 0.2349 0.1227 A 
3 9500 -1.5 2 0.1602 0.2604 0.188 0.2248 0.1134 A 
3.5 9500 -1.5 2 0.162 0.2522 0.1886 0.2181 0.1065 A 
4 9500 -1.5 2 0.1642 0.2475 0.19 0.2144 0.1018 A 
4.5 9500 -1.5 2 0.1668 0.2442 0.1916 0.2123 0.0974 A 
5 9500 -1.5 2 0.1704 0.2397 0.1942 0.2091 0.0934 A 
2 9750 -1.5 2 0.1617 0.2917 0.1939 0.2506 0.1327 A 
2.5 9750 -1.5 2 0.1561 0.2733 0.1862 0.2349 0.1239 A 
3 9750 -1.5 2 0.1559 0.2587 0.184 0.2228 0.1142 A 
3.5 9750 -1.5 2 0.1569 0.2499 0.1835 0.2158 0.107 A 
4 9750 -1.5 2 0.1582 0.2453 0.184 0.2122 0.1026 A 
4.5 9750 -1.5 2 0.1592 0.2433 0.1844 0.211 0.0997 A 
5 9750 -1.5 2 0.1608 0.2413 0.1853 0.2099 0.0967 A 
2 -1.5       A  
2.5 -1.5       A  
3 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
2 -1.5       A  
2.5 -1.5       A  
3 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
2.5 -1.5       A  
3 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
2.5 -1.5       A  
3 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
2.5 -1.5       A  
3 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
2.5 -1.5       A  
3 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
2.5 -1.5       A  
3 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
2 -1.5       A  
2.5 -1.5       A  
3 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
2.5 -1.5       A  
3 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
2.5 -1.5       A  
3 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
2.5 -1.5       A  
3 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
2.5 -1.5       A  
3 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
2.5 -1.5       A  
3 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
3 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
3 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
3 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
3 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
3 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
3 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
3 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
3.5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
4 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
4.5 -1.5       A  
5 -1.5       A  
5 -1.5       A  
5 -1.5       A  
5 -1.5       A  
5 -1.5       A  
0 3500 -1 2 0.6695 0.0661 0.6882 0.043 0.1075 A 
0.5 3500 -1 2 0.6703 0.0633 0.6884 0.0411 0.1079 A 
1 3500 -1 2 0.6738 0.0557 0.6912 0.0343 0.107 A 
1.5 3500 -1 2 0.6703 0.0521 0.6885 0.0297 0.1093 A 
2 3500 -1 2 0.584 0.1182 0.6095 0.0862 0.1259 A 
2.5 3500 -1 2 0.3812 0.2931 0.4159 0.2489 0.1443 A 
3 3500 -1 2 0.2309 0.4161 0.2756 0.3586 0.1744 A 
3.5 3500 -1 2 0.1532 0.4701 0.2057 0.4024 0.2016 A 
4 3500 -1 2 0.1214 0.4896 0.1774 0.4174 0.2142 A 
4.5 3500 -1 2 0.1121 0.4923 0.1692 0.4187 0.2195 A 
5 3500 -1 2 0.1148 0.4953 0.1717 0.4217 0.2147 A 
0 3750 -1 2 0.607 0.102 0.6228 0.0826 0.0951 A 
0.5 3750 -1 2 0.6052 0.1038 0.6216 0.0837 0.0973 A 
1 3750 -1 2 0.6012 0.1072 0.6173 0.0874 0.097 A 
1.5 3750 -1 2 0.6021 0.1053 0.6175 0.0864 0.0939 A 
2 3750 -1 2 0.6032 0.1021 0.6178 0.0842 0.0899 A 
2.5 3750 -1 2 0.5676 0.1206 0.5873 0.0961 0.1083 A 
3 3750 -1 2 0.402 0.2511 0.437 0.2065 0.151 A 
3.5 3750 -1 2 0.2266 0.3872 0.2731 0.3275 0.1912 A 
4 3750 -1 2 0.1319 0.4529 0.1868 0.3823 0.2231 A 
4.5 3750 -1 2 0.0917 0.4772 0.1506 0.4014 0.2388 A 
5 3750 -1 2 0.0804 0.4846 0.1404 0.4072 0.2413 A 
0 4000 -1 2 0.5551 0.131 0.5685 0.1145 0.0758 A 
0.5 4000 -1 2 0.556 0.1293 0.5695 0.1127 0.0795 A 
1 4000 -1 2 0.5554 0.129 0.5684 0.1131 0.0802 A 
1.5 4000 -1 2 0.5524 0.1295 0.5654 0.1136 0.0809 A 
2 4000 -1 2 0.5526 0.1278 0.5654 0.1124 0.08 A 
2.5 4000 -1 2 0.5525 0.1267 0.5648 0.1117 0.0781 A 
3 4000 -1 2 0.5433 0.1316 0.5564 0.1154 0.0797 A 
3.5 4000 -1 2 0.4423 0.2019 0.4683 0.1689 0.1197 A 
4 4000 -1 2 0.2743 0.3295 0.3153 0.2769 0.1686 A 
4.5 4000 -1 2 0.1573 0.4117 0.2079 0.3466 0.2065 A 
5 4000 -1 2 0.1025 0.44 0.1572 0.3698 0.2267 A 
0 4250 -1 2 0.4951 0.1697 0.5095 0.1516 0.0675 A 
0.5 4250 -1 2 0.4933 0.1714 0.5075 0.1536 0.0703 A 
1 4250 -1 2 0.5027 0.1618 0.5157 0.1456 0.0707 A 
1.5 4250 -1 2 0.5029 0.159 0.5151 0.1439 0.0699 A 
2 4250 -1 2 0.504 0.1562 0.5156 0.142 0.0679 A 
2.5 4250 -1 2 0.5052 0.1533 0.5161 0.1399 0.0659 A 
3 4250 -1 2 0.5061 0.1509 0.5168 0.1378 0.0642 A 
3.5 4250 -1 2 0.5035 0.1522 0.5137 0.1399 0.0617 A 
4 4250 -1 2 0.4484 0.1922 0.4666 0.1692 0.0847 A 
4.5 4250 -1 2 0.3188 0.2826 0.352 0.2401 0.1357 A 
5 4250 -1 2 0.1952 0.3694 0.2397 0.3123 0.1781 A 
0 4500 -1 2 0.4306 0.2087 0.4495 0.1846 0.0732 A 
0.5 4500 -1 2 0.4273 0.2131 0.446 0.1895 0.0747 A 
1 4500 -1 2 0.4307 0.2113 0.4475 0.1901 0.0719 A 
1.5 4500 -1 2 0.4376 0.2047 0.4525 0.186 0.0693 A 
2 4500 -1 2 0.4463 0.1958 0.4594 0.1794 0.0661 A 
2.5 4500 -1 2 0.4502 0.19 0.4623 0.1751 0.0632 A 
3 4500 -1 2 0.4548 0.1845 0.466 0.1707 0.0608 A 
3.5 4500 -1 2 0.4562 0.1826 0.4669 0.1694 0.0583 A 
4 4500 -1 2 0.4491 0.1893 0.4597 0.1761 0.0559 A 
4.5 4500 -1 2 0.4367 0.2017 0.4477 0.188 0.0537 A 
5 4500 -1 2 0.3284 0.2751 0.3564 0.2391 0.1107 A 
0 4750 -1 2 0.3781 0.2312 0.4022 0.2002 0.0873 A 
0.5 4750 -1 2 0.3743 0.2372 0.3981 0.2067 0.0865 A 
1 4750 -1 2 0.3707 0.2435 0.3933 0.2145 0.0829 A 
1.5 4750 -1 2 0.378 0.2388 0.3978 0.2136 0.0756 A 
2 4750 -1 2 0.386 0.2325 0.4033 0.2105 0.0698 A 
2.5 4750 -1 2 0.3888 0.2303 0.4045 0.2106 0.0659 A 
3 4750 -1 2 0.3961 0.2241 0.4099 0.2068 0.0619 A 
3.5 4750 -1 2 0.4014 0.2193 0.4145 0.2029 0.0599 A 
4 4750 -1 2 0.4037 0.2175 0.4162 0.2018 0.0577 A 
4.5 4750 -1 2 0.4001 0.2217 0.4126 0.2059 0.056 A 
5 4750 -1 2 0.381 0.239 0.3951 0.2212 0.0575 A 
0 5000 -1 2 0.3453 0.2386 0.3716 0.2047 0.0971 A 
0.5 5000 -1 2 0.3373 0.2458 0.3645 0.2107 0.0989 A 
1 5000 -1 2 0.328 0.2574 0.3554 0.2219 0.0974 A 
1.5 5000 -1 2 0.3234 0.265 0.3497 0.231 0.0915 A 
2 5000 -1 2 0.324 0.2679 0.3481 0.2368 0.0829 A 
2.5 5000 -1 2 0.3301 0.2649 0.3514 0.2376 0.0748 A 
3 5000 -1 2 0.3387 0.2583 0.3577 0.2342 0.0698 A 
3.5 5000 -1 2 0.3452 0.254 0.3625 0.232 0.0662 A 
4 5000 -1 2 0.3492 0.2517 0.3655 0.231 0.0639 A 
4.5 5000 -1 2 0.3522 0.2505 0.3678 0.2307 0.0618 A 
5 5000 -1 2 0.3449 0.2578 0.3613 0.237 0.0624 A 
0 5250 -1 2 0.3171 0.2497 0.3454 0.2132 0.1056 A 
0.5 5250 -1 2 0.3133 0.2508 0.342 0.2137 0.1062 A 
1 5250 -1 2 0.3042 0.2578 0.3338 0.2196 0.1069 A 
1.5 5250 -1 2 0.2937 0.2695 0.3237 0.2308 0.1047 A 
2 5250 -1 2 0.2878 0.2783 0.317 0.2407 0.0987 A 
2.5 5250 -1 2 0.2867 0.283 0.3138 0.248 0.0901 A 
3 5250 -1 2 0.2914 0.282 0.3155 0.2509 0.081 A 
3.5 5250 -1 2 0.2964 0.2792 0.3186 0.2507 0.0765 A 
4 5250 -1 2 0.3006 0.2774 0.3216 0.2504 0.0738 A 
4.5 5250 -1 2 0.3007 0.2793 0.3214 0.2528 0.0731 A 
5 5250 -1 2 0.301 0.2812 0.3208 0.2559 0.071 A 
0 5500 -1 2 0.4004 0.1771 0.4152 0.1584 0.071 A 
0.5 5500 -1 2 0.2879 0.2625 0.3184 0.2232 0.1134 A 
1 5500 -1 2 0.2817 0.2662 0.3131 0.2255 0.1146 A 
1.5 5500 -1 2 0.2771 0.2697 0.308 0.2298 0.1093 A 
2 5500 -1 2 0.2685 0.2793 0.2996 0.2391 0.1061 A 
2.5 5500 -1 2 0.2618 0.2878 0.2916 0.2491 0.099 A 
3 5500 -1 2 0.2614 0.2906 0.2892 0.2546 0.0911 A 
3.5 5500 -1 2 0.2627 0.2915 0.2886 0.258 0.0852 A 
4 5500 -1 2 0.2607 0.2943 0.2863 0.2613 0.0855 A 
4.5 5500 -1 2 0.2559 0.3005 0.2821 0.2668 0.087 A 
5 5500 -1 2 0.2522 0.3054 0.2784 0.2716 0.0882 A 
0 5750 -1 2 0.3955 0.1741 0.4121 0.1531 0.0756 A 
0.5 5750 -1 2 0.3976 0.1679 0.4133 0.1481 0.0733 A 
1 5750 -1 2 0.2605 0.2774 0.2926 0.2359 0.1167 A 
1.5 5750 -1 2 0.2594 0.2768 0.2913 0.2356 0.1132 A 
2 5750 -1 2 0.2532 0.2823 0.2852 0.2409 0.1098 A 
2.5 5750 -1 2 0.2483 0.2879 0.2793 0.2477 0.1031 A 
3 5750 -1 2 0.2455 0.2917 0.2749 0.2536 0.0956 A 
3.5 5750 -1 2 0.245 0.2928 0.2727 0.2569 0.0898 A 
4 5750 -1 2 0.2429 0.2948 0.2701 0.2596 0.0888 A 
4.5 5750 -1 2 0.2369 0.3 0.2644 0.2644 0.0913 A 
5 5750 -1 2 0.2359 0.3033 0.2622 0.2694 0.088 A 
0 6000 -1 2 0.3793 0.1858 0.3959 0.1648 0.0755 A 
0.5 6000 -1 2 0.3824 0.1773 0.3981 0.1576 0.0732 A 
1 6000 -1 2 0.3847 0.1708 0.3995 0.1522 0.0703 A 
1.5 6000 -1 2 0.2372 0.2901 0.2705 0.247 0.1167 A 
2 6000 -1 2 0.2379 0.2889 0.2704 0.2467 0.1122 A 
2.5 6000 -1 2 0.2358 0.291 0.2674 0.2501 0.1051 A 
3 6000 -1 2 0.2345 0.2923 0.2645 0.2533 0.0979 A 
3.5 6000 -1 2 0.2343 0.2923 0.2627 0.2555 0.0917 A 
4 6000 -1 2 0.2311 0.2944 0.2588 0.2585 0.0898 A 
4.5 6000 -1 2 0.2267 0.2971 0.2545 0.2611 0.0912 A 
5 6000 -1 2 0.2173 0.304 0.2462 0.2666 0.0963 A 
0.5 6250 -1 2 0.3647 0.1911 0.3808 0.1708 0.0736 A 
1 6250 -1 2 0.3682 0.1823 0.3831 0.1636 0.0702 A 
1.5 6250 -1 2 0.371 0.1749 0.385 0.1572 0.0673 A 
2 6250 -1 2 0.2202 0.299 0.2527 0.2569 0.1112 A 
2.5 6250 -1 2 0.2221 0.2964 0.2537 0.2554 0.106 A 
3 6250 -1 2 0.2234 0.2951 0.2536 0.2559 0.099 A 
3.5 6250 -1 2 0.2243 0.2939 0.2529 0.2567 0.0929 A 
4 6250 -1 2 0.2228 0.2938 0.2506 0.2577 0.09 A 
4.5 6250 -1 2 0.2205 0.2942 0.2479 0.2586 0.0895 A 
5 6250 -1 2 0.2131 0.2992 0.2412 0.2628 0.0923 A 
0.5 6500 -1 2 0.3436 0.209 0.3613 0.1866 0.0767 A 
1 6500 -1 2 0.348 0.1982 0.3637 0.1784 0.0718 A 
1.5 6500 -1 2 0.352 0.1888 0.3663 0.1708 0.0678 A 
2 6500 -1 2 0.3548 0.1809 0.3683 0.164 0.0647 A 
2.5 6500 -1 2 0.2036 0.3063 0.236 0.2642 0.1087 A 
3 6500 -1 2 0.2089 0.301 0.2399 0.2608 0.1022 A 
3.5 6500 -1 2 0.2127 0.2972 0.2421 0.259 0.0955 A 
4 6500 -1 2 0.214 0.2948 0.2421 0.2583 0.0908 A 
4.5 6500 -1 2 0.2132 0.2939 0.2408 0.2583 0.0891 A 
5 6500 -1 2 0.2077 0.2968 0.2356 0.2606 0.0909 A 
0.5 6750 -1 2 0.3231 0.2292 0.343 0.2038 0.0812 A 
1 6750 -1 2 0.3249 0.2171 0.343 0.1941 0.0769 A 
1.5 6750 -1 2 0.3301 0.2057 0.3459 0.1857 0.0708 A 
2 6750 -1 2 0.3349 0.1955 0.3491 0.1775 0.066 A 
2.5 6750 -1 2 0.3384 0.187 0.3516 0.1705 0.0625 A 
3 6750 -1 2 0.193 0.3087 0.2249 0.2674 0.1054 A 
3.5 6750 -1 2 0.199 0.3024 0.2293 0.2631 0.0989 A 
4 6750 -1 2 0.2025 0.2983 0.2313 0.261 0.0933 A 
4.5 6750 -1 2 0.2048 0.2952 0.2325 0.2592 0.0897 A 
5 6750 -1 2 0.2031 0.2948 0.2304 0.2594 0.0887 A 
0.5 7000 -1 2 0.3012 0.2516 0.3238 0.2226 0.0875 A 
1 7000 -1 2 0.3006 0.2386 0.3215 0.2119 0.0841 A 
1.5 7000 -1 2 0.3049 0.2251 0.3236 0.2013 0.0776 A 
2 7000 -1 2 0.3124 0.2122 0.3286 0.1916 0.0703 A 
2.5 7000 -1 2 0.3179 0.2017 0.3324 0.1835 0.0647 A 
3 7000 -1 2 0.3222 0.1932 0.3353 0.1767 0.0606 A 
3.5 7000 -1 2 0.1842 0.309 0.2152 0.2688 0.1023 A 
4 7000 -1 2 0.1895 0.3033 0.2192 0.2648 0.0967 A 
4.5 7000 -1 2 0.1947 0.2979 0.2229 0.2613 0.0914 A 
5 7000 -1 2 0.1965 0.2947 0.2238 0.2593 0.0884 A 
0.5 7250 -1 2 0.2817 0.2708 0.3071 0.238 0.0952 A 
1 7250 -1 2 0.2756 0.2605 0.2996 0.2298 0.0933 A 
1.5 7250 -1 2 0.2786 0.2458 0.3005 0.2178 0.087 A 
2 7250 -1 2 0.285 0.2317 0.3043 0.2071 0.0786 A 
2.5 7250 -1 2 0.2944 0.2185 0.3108 0.1977 0.0697 A 
3 7250 -1 2 0.3011 0.208 0.3155 0.1898 0.0634 A 
3.5 7250 -1 2 0.1766 0.31 0.2076 0.2696 0.1036 A 
4 7250 -1 2 0.1755 0.3088 0.2061 0.2691 0.101 A 
4.5 7250 -1 2 0.1824 0.3021 0.2114 0.2644 0.0947 A 
5 7250 -1 2 0.1868 0.2973 0.2145 0.2614 0.0899 A 
0.5 7500 -1 2 0.2715 0.2808 0.299 0.2452 0.1015 A 
1 7500 -1 2 0.2543 0.2775 0.2813 0.2428 0.1036 A 
1.5 7500 -1 2 0.2537 0.2644 0.2786 0.2325 0.0976 A 
2 7500 -1 2 0.259 0.2495 0.2816 0.2206 0.0891 A 
2.5 7500 -1 2 0.2671 0.2357 0.287 0.2103 0.0796 A 
3 7500 -1 2 0.2778 0.223 0.2945 0.2017 0.07 A 
3.5 7500 -1 2 0.2845 0.2138 0.2991 0.1952 0.0631 A 
4 7500 -1 2 0.1666 0.3108 0.1977 0.2703 0.1032 A 
4.5 7500 -1 2 0.1696 0.3069 0.1996 0.2679 0.0988 A 
5 7500 -1 2 0.1743 0.302 0.2029 0.2649 0.0933 A 
1 7750 -1 2 0.2398 0.2878 0.2691 0.2501 0.1119 A 
1.5 7750 -1 2 0.2332 0.2774 0.2609 0.242 0.108 A 
2 7750 -1 2 0.2362 0.2631 0.2616 0.2306 0.0995 A 
2.5 7750 -1 2 0.2424 0.2495 0.2653 0.2202 0.0903 A 
3 7750 -1 2 0.2514 0.2375 0.2716 0.2118 0.0802 A 
3.5 7750 -1 2 0.263 0.226 0.2802 0.2041 0.0704 A 
4 7750 -1 2 0.2692 0.2184 0.2843 0.1993 0.0633 A 
4.5 7750 -1 2 0.1633 0.3072 0.1929 0.2689 0.0975 A 
5 7750 -1 2 0.1636 0.3052 0.193 0.267 0.0964 A 
1 8000 -1 2 0.2323 0.2931 0.2628 0.2538 0.117 A 
1.5 8000 -1 2 0.2176 0.2862 0.2473 0.2481 0.1163 A 
2 8000 -1 2 0.217 0.273 0.2445 0.2378 0.1086 A 
2.5 8000 -1 2 0.222 0.2594 0.2473 0.2269 0.0992 A 
3 8000 -1 2 0.2284 0.2478 0.2512 0.2186 0.0898 A 
3.5 8000 -1 2 0.2386 0.2372 0.2588 0.2114 0.0802 A 
4 8000 -1 2 0.2486 0.2297 0.2658 0.2078 0.0701 A 
4.5 8000 -1 2 0.2536 0.2242 0.2689 0.2048 0.0633 A 
5 8000 -1 2 0.1513 0.309 0.1818 0.2695 0.1006 A 
1 8250 -1 2 0.2306 0.2939 0.2618 0.2537 0.1199 A 
